Registered Substances
Export date: 15/02/2019 08:37:58
Last updated 13/02/2019. Database contains 21928 unique substances and contains information from 92032 dossiers.

"substanceName"	""
"ecNumber"	""
"casNumber"	""
"otherNumber"	""
"otherNumericalIdentifiers"	

"registrationType"	"FULL"
"submissionType"	
"country"	""
"firstPublishedDateMin"	
"firstPublishedDateMax"	
"lastUpdateDateMin"	
"lastUpdateDateMax"	
"registrantName"	""
"registrationNumber"	""
"tonnageBandType"	"ALL"
"tonnageBandMin"	"0"
"tonnageBandMax"	"0"
"substancesHasNanoform"	"-1"
"pbtAssesmentOutcome"	
"csaPerformed"	""
"lifecycles"	

"uses"	

"usesOperatorIsAnd"	"true"
"uses"	



"Name"	"EC / List Number"	"Cas Number"	"Registration Type"	"Submission Type"	"Total tonnage Band"	"Factsheet URL"	"Substance Information Page"	
"4-(phenylazo)benzene-1,3-diamine acetate"	"279-116-0"	"79234-33-6"	"Full"	"Joint"	"0 - 10 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/22829"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.071.901"	
"4-(piperidin-4-yl)morpholine"	"627-580-3"	"53617-35-9"	"Full"	"Joint"	"0 - 10 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/20339"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.155.928"	
"4-(tert-butyl)-N-sec-butyl-2,6-dinitroaniline"	"251-607-4"	"33629-47-9"	"Full"	"Joint"	"100 - 1000 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/25720"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.046.902"	
"4-(tricyclo[5.2.1.02,6]dec-8-ylidene)butyraldehyde"	"250-078-7"	"30168-23-1"	"Full"	"Joint"	"0 - 10 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/20035"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.045.511"	
"4-(vinyloxy)butan-1-ol"	"241-793-5"	"17832-28-9"	"Full"	"Joint"	"10+ tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/11952"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.037.978"	
"4-({N'-[(2-hydroxyphenyl)methylidene]hydrazinecarbonyl}methyl)-4-methylmorpholin-4-ium chloride"	"700-714-9"	"1254469-57-2"	"Full"	"Joint"	"10 - 100 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/11563"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.219.046"	
"4-(α,α-dimethylbenzyl)phenol"	"209-968-0"	"599-64-4"	"Full"	"Joint"	"100 - 1000 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/24175"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.009.063"	
"4-[(1,5-dihydro-3-methyl-5-oxo-1-phenyl-4H-pyrazol-4-ylidene)methyl]-2,4-dihydro-5-methyl-2-phenyl-3H-pyrazol-3-one"	"225-184-1"	"4702-90-3"	"Full"	"Joint"	"100 - 1000 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/19812"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.022.894"	
"4-[(1-amino-9,10-dihydro-4-hydroxy-9,10-dioxo-2-anthryl)oxy]-N-(3-ethoxypropyl)benzenesulphonamide"	"276-602-4"	"72363-26-9"	"Full"	"Joint"	"10 - 100 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/19347"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.069.617"	
"4-[(1-butyl-5-cyano-1,6-dihydro-2-hydroxy-4-methyl-6-oxo-3-pyridyl)azo]-N-(2-ethylhexyl)benzenesulphonamide"	"259-571-1"	"55290-62-5"	"Full"	"Joint"	"10 - 100 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/16345"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.054.137"	
"4-[(1E,3S)-3,7-dimethyl-3-vinylocta-1,6-dien-1-yl]phenol"	"685-515-4"	"10309-37-2"	"Full"	"Joint"	"0 - 10 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/17106"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.211.101"	
"4-[(2,4-dichloro-5-methoxyphenyl)amino]-6-methoxy-7-[3-(4-methylpiperazin-1-yl)propoxy]quinoline-3-carbonitrile"	"700-455-1"	"380843-75-4"	"Full"	"Individual"	"0 - 10 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/1468"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.149.122"	
"4-[(2,4-dimethylphenyl)azo]-2,4-dihydro-5-methyl-2-phenyl-3H-pyrazol-3-one"	"229-043-5"	"6407-78-9"	"Full"	"Joint"	"0 - 10 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/21775"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.026.403"	
"4-[(2,5-dichlorophenyl)azo]-3-hydroxy-N-(2-methoxyphenyl)naphthalene-2-carboxamide"	"229-104-6"	"6410-38-4"	"Full"	"Joint"	"0 - 10 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/21751"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.026.458"	
"4-[(2,5-dichlorophenyl)azo]-3-hydroxy-N-phenylnaphthalene-2-carboxamide"	"227-930-1"	"6041-94-7"	"Full"	"Joint"	"1000 - 10000 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/14806"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.025.391"	
"4-[(2,5-dichlorophenyl)azo]-N-(2,3-dihydro-2-oxo-1H-benzimidazol-5-yl)-3-hydroxynaphthalene-2-carboxamide"	"230-258-1"	"6992-11-6"	"Full"	"Joint"	"10 - 100 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/10288"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.027.508"	
"4-[(2-chloro-4-nitrophenyl)azo]-N-ethyl-N-[2-[1-(2-methylpropoxy)ethoxy]ethyl]aniline"	"288-538-4"	"85750-13-6"	"Full"	"Joint"	"10 - 100 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/23105"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.080.461"	
"4-[(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)thio]butane-1-thiol"	"811-734-3"	"36097-07-1"	"Full"	"Individual"	"0 - 10 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/18011"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.242.469"	
"4-[(3-aminobenzoyl)amino]-5-hydroxynaphthalene-1,7-disulphonic acid"	"274-493-8"	"70239-77-9"	"Full"	"Joint"	"0 - 10 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/23074"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.067.700"	
"4-[(3-hydroxypropyl)amino]-3-nitrophenol"	"406-305-9"	"92952-81-3"	"Full"	"Joint"	"0 - 10 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/17185"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.100.790"	
"4-[(4,6-bis{[3-(diethylamino)propyl]amino}-heteromonocycle-2-yl)amino]-N-[2-(4,5,6,7-tetrachloro-1,3-dioxo-2,3-dihydro-1H-inden-2-yl)quinolin-8-yl]benzenesulfonamide"	"-"	"-"	"Full"	"Individual"	"0 - 10 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/6459"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.157.943"	
"4-[(4,6-dihydroxypyrimidin-2-yl)amino]benzonitrile"	"609-425-1"	"374067-80-8"	"Full"	"Joint"	"0 - 10 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/21390"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.120.869"	
"4-[(4-amino-2-chloro-3,5-diethylphenyl)methyl]-3-chloro-2,6-diethylaniline"	"402-130-7"	"106246-33-7"	"Full"	"Joint"	"100 - 1000 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/14923"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.100.398"	
"4-[(4-amino-2-chloro-3,5-diethylphenyl)methyl]-3-chloro-2,6-diethylaniline"	"402-130-7"	"106246-33-7"	"Full"	"Individual"	"10 - 100 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/1737"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.100.398"	
"4-[(4-amino-m-tolyl)(4-imino-3-methylcyclohexa-2,5-dien-1-ylidene)methyl]-o-toluidine monohydrochloride"	"221-831-7"	"3248-91-7"	"Full"	"Joint"	"0 - 10 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/20772"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.019.847"	
"4-[(4-chloro-2-nitrophenyl)azo]-3-hydroxy-N-(2-methylphenyl)naphthalene-2-carboxamide"	"229-314-8"	"6471-50-7"	"Full"	"Joint"	"10 - 100 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/10056"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.026.650"	
"4-[(4-chloro-6-{[(3 or 4)-sulfophenyl]amino}-1,3,5-triazin-2-yl)amino]-2-{[1-ethyl-2-hydroxy-4-methyl-6-oxo-5-(sulfonatomethyl)-1,6-dihydropyridin-3-yl]diazenyl}benzenesulfonic acid, lithium sodium salts"	"942-795-5"	"-"	"Full"	"Individual"	"10 - 100 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/16577"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.241.454"	
"4-[(4-CHLOROPYRIMIDIN-2-YL)AMINO]BENZONITRILE"	"607-384-4"	"244768-32-9"	"Full"	"Joint"	"0 - 10 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/24866"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.119.212"	
"4-[(4-ethoxyphenyl)amino]-N,N-dimethyl-3-nitrobenzenesulphonamide"	"266-648-3"	"67338-59-4"	"Full"	"Joint"	"0 - 10 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/19573"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.060.571"	
"4-[(4-methylphenyl)sulfonyl]benzene-1,2-diol"	"695-163-3"	"107065-85-0"	"Full"	"Joint"	"10 - 100 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/27082"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.223.633"	
"4-[(4-Oxo-1,4-dihydropyrimidin-2-yl)amino]benzonitrile"	"606-195-4"	"189956-45-4"	"Full"	"Joint"	"0 - 10 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/25363"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.124.937"	
"4-[(4-{[4-({5-[2-(acryloyloxy) ethoxy]-5-oxoalkanoyl}oxy) benzoyl]oxy}-2-methylaroxy)carbonyl] aryl 2-(acryloyloxy) ethyl alkandioate"	"-"	"-"	"Full"	"Joint"	"Tonnage Data Confidential"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/21962"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.247.458"	
"4-[(5-amino-3-methyl-1-phenyl-1H-pyrazol-4-yl)azo]-2,5-dichlorobenzenesulphonic acid"	"235-473-4"	"12239-15-5"	"Full"	"Joint"	"0 - 10 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/21826"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.032.237"	
"4-[(5-carbamoyl-o-tolyl)azo]-3-hydroxynaphth-2-anilide"	"240-454-9"	"16403-84-2"	"Full"	"Joint"	"1 - 10 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/26323"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.036.761"	
"4-[(6-chloro-2-[(4-cyanophenyl)amino]-4-pyrimidinyl]oxy]-3,5-dimethylbenzonitrile"	"928-806-6"	"-"	"Full"	"Joint"	"0 - 10 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/25836"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.128.693"	
"4-[(morpholinothio)thioxomethyl]morpholine"	"237-335-9"	"13752-51-7"	"Full"	"Joint"	"100 - 1000 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/12622"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.033.927"	
"4-[(triethoxysilyl)methyl]morpholine"	"480-370-1"	"21743-27-1"	"Full"	"Individual"	"100 - 1000 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/2629"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.105.299"	
"4-[2-[4-[benzylmethyl(ethyl)amino]phenyl]vinyl]-1-(2-hydroxyethyl)pyridinium acetate"	"281-468-5"	"83950-14-5"	"Full"	"Joint"	"10 - 100 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/27031"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.074.038"	
"4-[3,5-difluoro-4-(trifluoromethoxy)phenyl]-3-fluoro-4'-[(1s,4r)-4-propylcyclohexyl]-1,1'-biphenyl"	"610-847-3"	"524709-77-1"	"Full"	"Joint"	"0 - 10 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/23124"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.132.302"	
"4-[3-(1-naphthylamino)propyl]morpholine"	"226-033-2"	"5235-82-5"	"Full"	"Joint"	"0 - 10 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/22504"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.023.667"	
"4-[3-(3,5-di-tert-butyl-4-hydroxyphenyl)propionyloxy]-1-[2-[3-(3,5-di-tert-butyl-4-hydrophenyl)propionyloxy]ethyl]-2,2,6,6-tetramethylpiperidine"	"416-770-1"	"73754-27-5"	"Full"	"Individual"	"0 - 10 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/1761"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.101.566"	
"4-[3-(4-chlorophenyl)-4,5-dihydro-1H-pyrazol-1-yl]benzenesulphonamide"	"220-378-2"	"2744-49-2"	"Full"	"Joint"	"0 - 10 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/23496"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.018.526"	
"4-[4,6-bis({[1,1'-biphenyl]-4-yl})-1,3,5-triazin-2-yl]benzene-1,3-diol"	"485-420-6"	"182918-16-7"	"Full"	"Joint"	"100 - 1000 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/5777"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.105.498"	
"4-[4-(but-3-en-1-yl)phenyl]-4'-ethyl-3-fluoro-1,1'-biphenyl"	"619-966-5"	"825633-86-1"	"Full"	"Joint"	"0 - 10 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/21063"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.121.193"	
"4-[4-(prop-2-en-1-yloxy)benzenesulfonyl]phenol"	"479-880-7"	"97042-18-7"	"Full"	"Individual"	"100+ tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/13018"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.105.256"	
"4-[4-[[2,5-dimethoxy-4-[[2-(sulphooxy)ethyl]sulphonyl]phenyl]azo]-4,5-dihydro-3-methyl-5-oxo-1H-pyrazol-1-yl]benzenesulphonic acid, sodium salt"	"263-418-4"	"62121-76-0"	"Full"	"Joint"	"0 - 10 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/20532"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.057.636"	
"4-[4-trans-(3,4-Difluorophenyl)-cyclohexyl]-cyclohexanone"	"604-593-2"	"147622-85-3"	"Full"	"Joint"	"0 - 10 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/23736"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.131.380"	
"4-[[2-[[2,5-dimethoxy-4-[[2-(sulphooxy)ethyl]sulphonyl]phenyl]azo]-1,3-dioxobutyl]amino]-5-methoxy-2-methylbenzenesulphonic acid, sodium salt"	"303-161-8"	"94158-87-9"	"Full"	"Joint"	"0 - 10 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/24646"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.093.741"	
"4-[[2-methoxy-4-[(4-nitrophenyl)azo]phenyl]azo]phenol"	"243-325-5"	"19800-42-1"	"Full"	"Joint"	"10 - 100 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/19353"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.039.371"	
"4-[[4-(aminocarbonyl)phenyl]azo]-3-hydroxy-N-(2-methoxyphenyl)naphthalene-2-carboxamide"	"253-292-9"	"36968-27-1"	"Full"	"Joint"	"100 - 1000 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/10838"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.048.432"	
"4-[[4-(aminocarbonyl)phenyl]azo]-N-(2-ethoxyphenyl)-3-hydroxynaphthalene-2-carboxamide"	"220-509-3"	"2786-76-7"	"Full"	"Joint"	"1000 - 10000 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/14874"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.018.645"	
"4-[[5-(anilino)carbonyl-2-methoxyphenyl]azo]-3-hydroxy-N-(3-nitrophenyl)naphthalene-2-carboxamide"	"229-246-9"	"6448-96-0"	"Full"	"Joint"	"10 - 100 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/17266"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.026.588"	
"4-[[5-(anilino)carbonyl-2-methoxyphenyl]azo]-3-hydroxynaphthalene-2-carboxamide"	"260-152-0"	"56396-10-2"	"Full"	"Joint"	"10 - 100 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/24090"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.054.666"	
"4-[[5-[[4-chloro-6-[(3-sulphophenyl)amino]-1,3,5-triazin-2-yl]amino]-2-sulphophenyl]azo]-4,5-dihydro-5-oxo-1-(4-sulphophenyl)-1H-pyrazole-3-carboxylic acid"	"299-257-1"	"93858-25-4"	"Full"	"Joint"	"0 - 10 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/22058"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.090.191"	
"4-[[5-[[[4-(aminocarbonyl)phenyl]amino]carbonyl]-2-methoxyphenyl]azo]-N-(5-chloro-2,4-dimethoxyphenyl)-3-hydroxynaphthalene-2-carboxamide"	"261-785-5"	"59487-23-9"	"Full"	"Joint"	"10 - 100 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/11266"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.056.150"	
"4-[difluoro(3,4,5-trifluorophenoxy)methyl]-2',3,5-trifluoro-4''-pentyl-1,1':4',1''-terphenyl"	"935-977-0"	"-"	"Full"	"Joint"	"0 - 10 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/24261"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.216.616"	
"4-[difluoro(3,4,5-trifluorophenoxy)methyl]-3,5-difluoro-4'-propyl-1,1'-biphenyl"	"608-462-0"	"303186-20-1"	"Full"	"Joint"	"10 - 100 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/24226"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.122.483"	
"4-[fluoro(dimethyl)silyl]butanenitrile"	"812-925-4"	"1639345-42-8"	"Full"	"Joint"	"0 - 10 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/22332"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.245.390"	
"4-[N-ethyl-N-(2-hydroxyethyl)amino]-1-(2-hydroxyethyl)amino-2-nitrobenzene, monohydrochloride"	"407-020-2"	"132885-85-9"	"Full"	"Joint"	"1+ tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/17187"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.100.856"	
"4-acetamido-5-[[4-[[2-(sulphooxy)ethyl]sulphonyl]phenyl]azo]anthranilic acid, sodium salt"	"303-156-0"	"94158-82-4"	"Full"	"Joint"	"0 - 10 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/20614"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.093.736"	
"4-acetyl-1-methylpyridinium 4-methylbenzenesulfonate"	"700-195-9"	"223398-24-1"	"Full"	"Individual"	"0 - 10 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/1490"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.148.888"	
"4-acetylmorpholine"	"216-913-4"	"1696-20-4"	"Full"	"Joint"	"Tonnage Data Confidential"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/12471"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.015.376"	
"4-allyl-2-methoxyphenyl acetate"	"202-235-6"	"93-28-7"	"Full"	"Joint"	"0 - 10 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/21436"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.002.033"	
"4-allylanisole"	"205-427-8"	"140-67-0"	"Full"	"Joint"	"10 - 100 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/26786"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.004.935"	
"4-allylveratrole"	"202-223-0"	"93-15-2"	"Full"	"Joint"	"10 - 100 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/23881"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.002.022"	
"4-amidino-N'-nitroso-1-tetrazene-1-carboximidohydrazide"	"203-659-4"	"109-27-3"	"Full"	"Joint"	"10 - 100 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/24515"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.003.328"	
"4-amino-2-[(5-amino-2-hydroxyphenyl)methyl]phenol dihydrochloride"	"440-850-3"	"27311-52-0"	"Full"	"Individual"	"0 - 10 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/1576"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.103.713"	
"4-amino-2-[(5-amino-2-hydroxyphenyl)methyl]phenol dihydrochloride"	"440-850-3"	"27311-52-0"	"Full"	"Joint"	"0 - 10 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/13330"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.103.713"	
"4-amino-2-methylquinoline"	"229-604-4"	"6628-04-2"	"Full"	"Joint"	"0 - 10 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/16450"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.026.914"	
"4-amino-3,6-bis[[4-[[4-chloro-6-[(3-sulphophenyl)amino]-1,3,5-triazin-2-yl]amino]-2-sulphophenyl]azo]-5-hydroxynaphthalene-2,7-disulphonic acid"	"257-151-2"	"51357-74-5"	"Full"	"Joint"	"0 - 10 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/21812"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.051.938"	
"4-amino-3,6-dichloropyridine-2-carboxylic acid"	"604-721-7"	"150114-71-9"	"Full"	"Individual"	"10 - 100 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/16971"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.110.366"	
"4-amino-3-[[4-[[[4-[(2,4-diaminophenyl)azo]phenyl]amino]carbonyl]phenyl]azo]-5-hydroxy-6-(phenylazo)naphthalene-2,7-disulphonic acid, sodium salt"	"276-529-8"	"72245-56-8"	"Full"	"Joint"	"0 - 10 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/18623"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.069.551"	
"4-amino-3-nitrophenol"	"210-236-8"	"610-81-1"	"Full"	"Joint"	"0 - 10 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/22864"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.009.307"	
"4-amino-5-(ethylsulphonyl)-o-anisic acid"	"275-833-8"	"71675-87-1"	"Full"	"Joint"	"0 - 10 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/11294"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.068.918"	
"4-amino-5-hydroxy-3-[4-(vinylsulphonyl) phenylazo]-6- (2-sulpho-5-[4-(vinylsulphonyl) butanamido] phenylazo) (naphthalene-2,7-disulphonic acid, trisodium salt."	"401-000-7"	"198153-83-2"	"Full"	"Joint"	"10 - 100 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/13998"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.100.296"	
"4-amino-5-hydroxy-6-(5-{4-chloro-6-[4-(2-sulfonatooxyethanesulfonyl)phenylamino]-1,3,5-triazin-2-ylamino}-2-sulfonatophenylazo)-3-(2-sulfonato-4-(2-sulfonatooxyethanesulfonyl)phenylazo)naphthalene-2,7-disulfonate potassium/sodium"	"451-440-9"	"586372-44-3"	"Full"	"Individual"	"10+ tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/9068"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.104.286"	
"4-amino-5-hydroxynaphthalene-1,7-disulphonic acid"	"204-982-3"	"130-23-4"	"Full"	"Joint"	"0 - 10 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/17345"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.004.531"	
"4-amino-6-chlorobenzene-1,3-disulphonamide"	"204-463-1"	"121-30-2"	"Full"	"Joint"	"1 - 10 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/13919"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.004.058"	
"4-amino-m-cresol"	"220-621-2"	"2835-99-6"	"Full"	"Joint"	"0 - 10 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/23006"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.018.747"	
"4-amino-N-(1,1-dimethylethyl)-4,5-dihydro-3-(1-methylethyl)-5-oxo-1H-1,2,4-triazole-1-carboxamide"	"603-373-3"	"129909-90-6"	"Full"	"Joint"	"0 - 10 tonnes per annum"	"https://echa.europa.eu/de/registration-dossier/-/registered-dossier/12672"	"https://echa.europa.eu/de/substance-information/-/substanceinfo/100.113.790"	
